# /home/contrera/soft/github/get_homologues//pfam_enrich.pl -d cds_est_homologues -c clusters_cds -x clusters_cds_t3/pangenome_matrix_t0__core_list.txt -n 1 -s 0 -e 1 -t greater -p 1.00 -r SBCC073 -f 0

# parsing clusters...
# 39538 sequences extracted from 112499 clusters

# total experiment sequence ids = 17564
# total control    sequence ids = 39538

# parse_Pfam_freqs: set1 = 3441 Pfams set2 = 3863 Pfams

# fisher exact test type: 'greater'
# multi-testing p-value adjustment: fdr
# adjusted p-value threshold: 1

# total annotated domains: experiment=12055 control=19558

#PfamID	counts(exp)	counts(ctr)	freq(exp)	freq(ctr)	p-value	p-value(adj)	description
PF10531	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SLBB domain
PF10537	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ATP-utilising chromatin assembly and remodelling N-terminal
PF10559	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Plug domain of Sec61p
PF10588	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region
PF10590	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region
PF10596	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	U6-snRNA interacting domain of PrP8
PF10597	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	U5-snRNA binding site 2 of PrP8
PF10598	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	RNA recognition motif of the spliceosomal PrP8
PF10601	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	LITAF-like zinc ribbon domain
PF10604	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Polyketide cyclase / dehydrase and lipid transport
PF10644	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Misato Segment II tubulin-like domain
PF10650	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Putative zinc-finger domain
PF10664	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cyanobacterial and plastid NDH-1 subunit M
PF10672	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	S-adenosylmethionine-dependent methyltransferase
PF10674	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF2488)
PF10693	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF2499)
PF10716	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NADH dehydrogenase transmembrane subunit
PF10998	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF2838)
PF11069	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cilia- and flagella-associated protein 298
PF11204	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF2985)
PF11221	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Subunit 21 of Mediator complex
PF11264	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Thylakoid formation protein
PF11265	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mediator complex subunit 25 von Willebrand factor type A
PF11317	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF3119)
PF11360	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF3110)
PF11411	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DNA ligase IV
PF11496	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Class II histone deacetylase complex subunits 2 and 3
PF11559	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Afadin- and alpha -actinin-Binding
PF11566	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PI31 proteasome regulator N-terminal
PF11573	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mediator complex subunit 23
PF11594	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mediator complex subunit 28
PF11597	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mediator complex subunit 13 N-terminal
PF11623	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NAD(P)H dehydrogenase subunit S
PF11698	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	V-ATPase subunit H
PF11705	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DNA-directed RNA polymerase III subunit Rpc31
PF11708	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pre-mRNA splicing Prp18-interacting factor
PF11712	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Endoplasmic reticulum-based factor for assembly of V-ATPase
PF11718	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
PF11722	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CCCH zinc finger in TRM13 protein
PF11798	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	IMS family HHH motif
PF11805	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF3326)
PF11815	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3336)
PF11816	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3337)
PF11817	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Foie gras liver health family 1
PF11831	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	pre-mRNA splicing factor component
PF11861	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3381)
PF11865	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3385)
PF11894	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Nuclear pore complex scaffold, nucleoporins 186/192/205
PF11909	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NADH-quinone oxidoreductase cyanobacterial subunit N
PF11916	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Vacuolar protein 14 C-terminal Fig4p binding
PF11919	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3437)
PF11923	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NFACT protein C-terminal domain
PF11931	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3449)
PF11938	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	TLR4 regulator and MIR-interacting MSAP
PF11940	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3458) Ig-like fold
PF11942	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Spt5 transcription elongation factor, acidic N-terminal
PF11957	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	THO complex subunit 1 transcription elongation factor
PF11960	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3474)
PF11965	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3479)
PF11998	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Low psii accumulation1 / Rep27
PF12022	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3510)
PF12031	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SWI/SNF-like complex subunit BAF250/Osa
PF12036	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF3522)
PF12046	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cofactor assembly of complex C subunit B
PF12047	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytosine specific DNA methyltransferase replication foci domain
PF12054	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3535)
PF12068	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Rab-binding domain (RBD)
PF12108	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Splicing factor SF3a60 binding domain
PF12110	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Nuclear protein 96
PF12134	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PRP8 domain IV core
PF12166	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Piezo non-specific cation channel, R-Ras-binding domain
PF12204	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3598)
PF12230	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pre-mRNA splicing factor PRP21 like protein
PF12248	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Farnesoic acid 0-methyl transferase
PF12325	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	TATA element modulatory factor 1 TATA binding
PF12329	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	TATA element modulatory factor 1 DNA binding
PF12330	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Haspin like kinase domain
PF12333	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Rix1 complex component involved in 60S ribosome maturation
PF12353	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Eukaryotic translation initiation factor 3 subunit G
PF12451	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Vacuolar protein sorting protein 11 C terminal
PF12460	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	RNAPII transcription regulator C-terminal
PF12527	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF3727)
PF12537	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	The Golgi pH Regulator (GPHR) Family N-terminal
PF12542	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pre-mRNA splicing factor
PF12569	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NMDA receptor-regulated protein 1
PF12572	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF3752)
PF12580	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Tripeptidyl peptidase II
PF12584	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Trafficking protein particle complex subunit 10, TRAPPC10
PF12589	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Methyltransferase involved in Williams-Beuren syndrome
PF12600	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function (DUF3769)
PF12612	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Tubulin folding cofactor D C terminal
PF12617	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Iron-Sulfur binding protein C terminal
PF12622	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	mRNA biogenesis factor
PF12631	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MnmE helical domain
PF12646	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3783)
PF12689	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Acid Phosphatase
PF12726	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SEN1 N terminal
PF12739	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ER-Golgi trafficking TRAPP I complex 85 kDa subunit
PF12745	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Anticodon binding domain of tRNAs
PF12756	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	C2H2 type zinc-finger (2 copies)
PF12765	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	HEAT repeat associated with sister chromatid cohesion
PF12812	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PDZ-like domain
PF12815	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Spt5 C-terminal nonapeptide repeat binding Spt4
PF12816	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Golgi CORVET complex core vacuolar protein 8
PF12824	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mitochondrial ribosomal protein subunit L20
PF12830	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Sister chromatid cohesion C-terminus
PF12850	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Calcineurin-like phosphoesterase superfamily domain
PF12907	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Zinc-binding
PF12971	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Alpha-N-acetylglucosaminidase (NAGLU) N-terminal domain
PF13001	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Proteasome stabiliser
PF13020	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF3883)
PF13085	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	2Fe-2S iron-sulfur cluster binding domain
PF13088	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	BNR repeat-like domain
PF13174	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Tetratricopeptide repeat
PF13175	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	AAA ATPase domain
PF13191	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	AAA ATPase domain
PF13236	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Clustered mitochondria
PF13245	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	AAA domain
PF13251	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4042)
PF13288	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DXP reductoisomerase C-terminal domain
PF13292	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	1-deoxy-D-xylulose-5-phosphate synthase
PF13299	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cleavage and polyadenylation factor 2 C-terminal
PF13302	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Acetyltransferase (GNAT) domain
PF13320	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4091)
PF13324	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Grap2 and cyclin-D-interacting
PF13325	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	N-terminal region of micro-spherule protein
PF13329	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Autophagy-related protein 2 CAD motif
PF13339	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Apoptosis antagonizing transcription factor
PF13343	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Bacterial extracellular solute-binding protein
PF13361	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	UvrD-like helicase C-terminal domain
PF13364	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Beta-galactosidase jelly roll domain
PF13368	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Topoisomerase C-terminal repeat
PF13385	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Concanavalin A-like lectin/glucanases superfamily
PF13398	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Peptidase M50B-like
PF13422	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4110)
PF13442	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytochrome C oxidase, cbb3-type, subunit III
PF13450	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NAD(P)-binding Rossmann-like domain
PF13506	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycosyl transferase family 21
PF13510	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	2Fe-2S iron-sulfur cluster binding domain
PF13517	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella
PF13534	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	4Fe-4S dicluster domain
PF13570	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PQQ-like domain
PF13593	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SBF-like CPA transporter family (DUF4137)
PF13603	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Leucyl-tRNA synthetase, Domain 2
PF13616	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PPIC-type PPIASE domain
PF13622	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Thioesterase-like superfamily
PF13625	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Helicase conserved C-terminal domain
PF13638	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PIN domain
PF13662	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Toprim domain
PF13664	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4149)
PF13673	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Acetyltransferase (GNAT) domain
PF13691	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	tRNase Z endonuclease
PF13718	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	GNAT acetyltransferase 2
PF13720	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Udp N-acetylglucosamine O-acyltransferase
PF13725	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Possible tRNA binding domain
PF13738	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pyridine nucleotide-disulphide oxidoreductase
PF13764	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	E3 ubiquitin-protein ligase UBR4
PF13768	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	von Willebrand factor type A domain
PF13806	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Rieske-like [2Fe-2S] domain
PF13838	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Clathrin-H-link
PF13844	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycosyl transferase family 41
PF13862	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	p21-C-terminal region-binding protein
PF13872	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	P-loop containing NTP hydrolase pore-1
PF13874	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Nucleoporin complex subunit 54
PF13877	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Potential Monad-binding region of RPAP3
PF13878	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	zinc-finger of acetyl-transferase ESCO
PF13880	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ESCO1/2 acetyl-transferase
PF13889	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Chromosome segregation during meiosis
PF13891	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Potential DNA-binding domain
PF13898	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4205)
PF13899	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Thioredoxin-like
PF13901	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Putative zinc-RING and/or ribbon
PF13902	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	R3H-associated N-terminal domain
PF13907	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4208)
PF13932	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	GidA associated domain
PF13934	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Nuclear pore complex assembly
PF13949	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ALIX V-shaped domain binding to HIV
PF14138	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytochrome c oxidase assembly protein COX16
PF14222	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cell morphogenesis N-terminal
PF14225	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cell morphogenesis C-terminal
PF14228	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cell morphogenesis central region
PF14249	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Tocopherol cyclase
PF14279	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	HNH endonuclease
PF14290	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4370)
PF14304	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Transcription termination and cleavage factor C-terminal
PF14364	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4408)
PF14392	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Zinc knuckle
PF14429	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	C2 domain in Dock180 and Zizimin proteins
PF14447	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Prokaryotic RING finger family 4
PF14498	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycosyl hydrolase family 65, N-terminal domain
PF14510	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ABC-transporter N-terminal
PF14520	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Helix-hairpin-helix domain
PF14538	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Raptor N-terminal CASPase like domain
PF14566	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Inositol hexakisphosphate
PF14593	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PH domain
PF14619	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Snf2-ATP coupling, chromatin remodelling complex
PF14629	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Origin recognition complex (ORC) subunit 4 C-terminus
PF14631	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Fanconi anaemia protein FancD2 nuclease
PF14632	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Acidic N-terminal SPT6
PF14633	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SH2 domain
PF14635	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Helix-hairpin-helix motif
PF14639	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Holliday-junction resolvase-like of SPT6
PF14647	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	FAM91 N-terminus
PF14648	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	FAM91 C-terminus
PF14649	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Spatacsin C-terminus
PF14691	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster
PF14694	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Lines N-terminus
PF14695	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Lines C-terminus
PF14698	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Argininosuccinate lyase C-terminal
PF14705	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Costars
PF14732	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain
PF14735	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	HAUS augmin-like complex subunit 4
PF14736	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein N-terminal asparagine amidohydrolase
PF14748	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pyrroline-5-carboxylate reductase dimerisation
PF14749	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Acyl-coenzyme A oxidase N-terminal
PF14764	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	AP-5 complex subunit, vesicle trafficking
PF14766	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Replication protein A interacting N-terminal
PF14767	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Replication protein A interacting middle
PF14778	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Odorant response abnormal 4-like
PF14780	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4477)
PF14803	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Nudix N-terminal
PF14806	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Coatomer beta subunit appendage platform
PF14817	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	HAUS augmin-like complex subunit 5
PF14829	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycerol-3-phosphate acyltransferase N-terminal
PF14845	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	beta-acetyl hexosaminidase like
PF14868	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4487)
PF14870	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Photosynthesis system II assembly factor YCF48
PF14881	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Tubulin domain
PF14929	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	TAF RNA Polymerase I subunit A
PF14932	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	HAUS augmin-like complex subunit 3
PF14966	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DNA repair REX1-B
PF15003	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	HAUS augmin-like complex subunit 2
PF15011	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Casein Kinase 2 substrate
PF15054	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4535)
PF15227	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	zinc finger of C3HC4-type, RING
PF15249	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Conserved region of unknown function on GLTSCR protein
PF15277	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Exocyst complex component SEC3 N-terminal PIP2 binding PH
PF15341	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribosome biogenesis protein SLX9
PF15346	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Arginine and glutamate-rich 1
PF15370	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4598)
PF15375	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function (DUF4602)
PF15502	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	M-phase-specific PLK1-interacting protein
PF15519	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	linker between RRM2 and RRM3 domains in RBM39 protein
PF15629	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Permuted single zf-CXXC unit
PF15630	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CENP-S protein
PF15663	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Zinc-finger containing family
PF15704	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mitochondrial ATP synthase subunit
PF15785	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Serine/threonine-protein kinase smg-1
PF15870	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ElonginA binding-protein 1
PF15879	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NADH-ubiquinone oxidoreductase MWFE subunit
PF15906	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Zinc-finger of nitric oxide synthase-interacting protein
PF15912	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Virilizer, N-terminal
PF15924	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ALG11 mannosyltransferase N-terminus
